,date,abrupt,gradual,gradual-noisy-20,value_noisy
75,2025-03-17,79.4906739,40.74675325,36.10774607,45.85139255435206
76,2025-03-18,79.10100477,38.38744589,71.74058027,65.71715693167465
77,2025-03-19,80.225788,33.02489177,41.44831737,24.382486244857297
78,2025-03-20,78.90524478,28.59307359,44.63080392,49.856741957773366
79,2025-03-21,80.19985568,29.36778499,20.51586903,36.41041785680444
80,2025-03-22,78.18152533,33.65800866,28.10115861,43.40786142315463
81,2025-03-23,78.03499065,30.79545455,5.156379051,30.764664042541266
82,2025-03-24,82.27575605,21.07864358,18.4108039,9.508700534923346
83,2025-03-25,81.36436577,20.78282828,-21.53431595,22.2672351211271
84,2025-03-26,79.38537295,25.46536797,21.66100714,8.94366430349918
85,2025-03-27,79.87644318,26.62337662,-1.848169817,31.699309518907604
86,2025-03-28,78.93757,18.25036075,4.610262119,7.534640152257099
87,2025-03-29,79.98422487,19.14772727,-16.35149279,16.607409055425524
88,2025-03-30,81.67310273,22.77417027,1.815283096,4.768838553089058
89,2025-03-31,79.29670377,16.94083694,18.4825325,24.464172429150185
90,2025-04-01,79.84970434,15.66558442,26.12107795,11.385753664971558
91,2025-04-02,81.12360019,19.75829726,48.60648532,19.41200178280895
92,2025-04-03,82.41233547,23.32972583,11.0548029,9.788063385830403
93,2025-04-04,81.03227037,21.9047619,23.11063997,21.52544224913115
94,2025-04-05,78.38744143,18.71572872,72.3948433,10.973877933942816
95,2025-04-06,80.39561068,18.68235931,7.480010667,15.336036155762844
96,2025-04-07,80.83635859,23.14935065,20.96616702,14.78931995956411
97,2025-04-08,80.80194641,28.25036075,-11.98316786,44.95169057116764
98,2025-04-09,81.24073443,24.37590188,29.81863192,11.064137582026573
99,2025-04-10,78.6051849,20.94155844,52.35203954,22.05942228125263
100,2025-04-11,79.68863991,22.16810967,-8.079589781,31.302394810696935
101,2025-04-12,79.8900244,36.82178932,37.83743376,53.84119646306959
102,2025-04-13,79.13952571,35.254329,12.56090303,30.51967863705766
103,2025-04-14,81.07307806,31.45683021,5.89810019,39.29858672472501
104,2025-04-15,80.45307695,37.11038961,29.58381429,39.57807923404681
105,2025-04-16,79.62894302,58.50468975,63.76327183,71.33345349378753
106,2025-04-17,79.28861228,58.1547619,84.64334709,39.04360582220984
107,2025-04-18,79.41900296,55.69760101,50.85386245,57.868961441296804
108,2025-04-19,78.52783062,53.51731602,13.23961984,34.97085239026002
109,2025-04-20,80.47331038,59.54365079,54.47222522,50.02528596376644
110,2025-04-21,79.15757258,70.94155844,96.09552011,62.853072978813884
111,2025-04-22,82.1721731,69.72727273,82.51402738,62.60638254434214
112,2025-04-23,79.34036011,67.71404521,51.73543776,80.25322593493857
113,2025-04-24,81.39378022,65.13077201,41.58019345,63.50809958862819
114,2025-04-25,81.66629255,82.42424242,72.30082906,74.632155545594
115,2025-04-26,81.515936,80.00766595,106.2231893,84.95906613008765
116,2025-04-27,80.48282477,77.60822511,101.163345,77.42596529462163
117,2025-04-28,80.25088623,74.74025974,68.67008102,61.768493756300394
118,2025-04-29,79.63711009,79.94949495,92.19043426,97.22695460379775
119,2025-04-30,78.58826699,85.51154401,93.66464251,74.04461665525164
120,2025-05-01,79.71539912,82.9978355,55.34762514,89.21502546795205
121,2025-05-02,79.24617409,80.51767677,58.83887651,85.94840469276642
122,2025-05-03,53.34284467,90.46536797,112.2144468,98.84813197700701
123,2025-05-04,29.62302773,91.98593074,83.29851569,105.06300437605842
124,2025-05-05,5.441755163,89.76551227,97.94789897,67.70013785447608
125,2025-05-06,3.767285066,87.59018759,116.2495209,97.33760608603102
126,2025-05-07,4.991033295,86.52597403,32.0731797,75.6737865970612
127,2025-05-08,3.233745334,92.37012987,93.69564917,96.8221449648915
128,2025-05-09,4.019646523,90.94877345,83.37300451,101.05327433938083
129,2025-05-10,4.230861541,88.40367965,69.79671883,82.16964739282724
130,2025-05-11,4.214574424,87.5,130.2873561,84.87579900143974
131,2025-05-12,5.301666089,87.82467532,66.42339997,87.54097792786261
132,2025-05-13,5.323265,85.72510823,101.4160361,90.24432003944187
133,2025-05-14,5.547395078,86.8975469,55.01489805,104.9242773898215
134,2025-05-15,5.674582273,85.8008658,73.66888688,80.11026428132782
135,2025-05-16,4.873686482,77.19155844,74.36661277,82.55051123216245
136,2025-05-17,7.09253571,76.34199134,62.85539175,91.70667007184473
137,2025-05-18,5.435890856,78.40909091,49.08105269,84.61187480844012
138,2025-05-19,4.663736921,66.58549784,71.75940136,67.22261928062565
139,2025-05-20,5.089203914,62.04274892,35.16025062,60.043904673530115
140,2025-05-21,6.010593989,61.34559885,39.43054257,79.00602078251056
141,2025-05-22,5.506333576,63.75108225,56.54835801,87.8212882352269
142,2025-05-23,3.685948972,67.16450216,45.8321512,58.75482215833057
143,2025-05-24,5.547425345,55.93434343,32.10874283,52.997325051606225
144,2025-05-25,5.602851644,53.40909091,40.63071521,65.31417804173195
145,2025-05-26,5.320947526,55.33008658,41.81506365,67.73159655668388
146,2025-05-27,4.443958761,58.58946609,44.84424195,53.38925495432459
147,2025-05-28,6.727115971,59.35064935,37.79323318,48.61703948038084
148,2025-05-29,7.028125844,36.2012987,36.55854826,44.709666072693544
149,2025-05-30,5.117694167,37.69155844,78.06866028,30.080967962561484
150,2025-05-31,4.391290029,41.23376623,17.65299886,31.737187851294358
151,2025-06-01,4.194074346,45.67550505,71.61812226,59.28079101665185
152,2025-06-02,4.947235466,25.81168831,-16.8194378,32.36218320615577
153,2025-06-03,5.004142404,26.9619666,15.85449493,26.18335703538842
154,2025-06-04,5.236481295,28.75747269,0.357298126,42.44633749035585
155,2025-06-05,4.450211625,30.94737053,4.829895691,29.617556087972478
156,2025-06-06,5.823033683,33.21669072,39.98682058,25.80395366238013
157,2025-06-07,5.577488804,23.65349928,52.55973869,18.918477451299715
158,2025-06-08,6.996447919,24.81511544,22.31123107,24.34876558823713
159,2025-06-09,4.475065292,26.77895022,5.178623945,27.38620157732495
160,2025-06-10,5.368857362,29.13059163,25.86672278,41.41789017877782
161,2025-06-11,3.721726308,24.83345358,37.32905679,33.43773077783902
162,2025-06-12,4.230881703,20.29220779,22.41161832,12.169783835803651
163,2025-06-13,6.106986764,21.18145743,-11.39442414,13.933801972074807
164,2025-06-14,3.709666836,23.26479076,33.22808734,14.224417152848329
165,2025-06-15,5.154383966,26.35281385,15.33750763,21.589138061824194
166,2025-06-16,5.948429053,20.76839827,39.49095797,38.75732399349508
167,2025-06-17,5.211720375,17.69480519,-3.174386304,19.444969802222328
168,2025-06-18,5.076041211,18.32972583,35.20377339,11.587599776685067
169,2025-06-19,4.454030579,22.00877826,29.33386657,-0.5698255379863468
170,2025-06-20,4.367141764,24.71139971,-7.855586637,29.93854300747178
171,2025-06-21,4.191755089,18.46590909,15.97296708,2.5605577227719696
172,2025-06-22,4.422319533,18.17580568,-2.111497811,6.532282865332373
173,2025-06-23,7.145247441,21.02453102,37.30894998,39.29060461675739
174,2025-06-24,4.760840064,23.84199134,16.33019139,18.524998946064258
175,2025-06-25,3.122786776,22.36652237,-0.9540950845,19.79485157061097
176,2025-06-26,4.718724733,20.61688312,19.79002581,23.451293068883935
177,2025-06-27,4.242064513,20.97808442,19.18140432,-2.4806020048511606
178,2025-06-28,6.012296046,22.44949495,-6.563935511,34.28505398893124
179,2025-06-29,4.603068098,23.48665224,48.29108806,25.211674147525407
180,2025-06-30,4.43510524,22.24025974,3.343233476,19.244281784418668
